tt0012650,7,nm0005959,composer,""
tt0012650,8,nm1253144,composer,""
tt0012675,8,nm0069197,composer,""
tt0012745,7,nm0426514,composer,""
tt0012752,10,nm0332045,composer,""
tt0012755,9,nm0004592,composer,""
tt0012763,8,nm0004592,composer,""
tt0012806,9,nm0956802,composer,""
tt0012938,9,nm0904087,composer,""
tt0013033,7,nm2940699,composer,""
tt0013122,7,nm0927484,composer,""
tt0013140,8,nm4622229,composer,""
tt0013140,9,nm0739146,composer,""
tt0013367,7,nm2087277,composer,""
tt0013367,8,nm11248754,composer,""
tt0013404,9,nm0004592,composer,""
tt0013428,9,nm0008875,composer,""
tt0013428,10,nm0956802,composer,""
tt0013442,10,nm0002302,composer,""
tt0013450,10,nm0613881,composer,""
tt0013469,8,nm1088015,composer,""
tt0013496,10,nm0004592,composer,""
tt0013571,8,nm0308927,composer,""
tt0013571,9,nm0641856,composer,""
tt0013579,9,nm0726176,composer,""
tt0013592,9,nm0332045,composer,""
tt0013619,9,nm0102278,composer,""
tt0013619,10,nm0776169,composer,""
tt0013662,10,nm0798920,composer,""
tt0013741,8,nm0478186,composer,""
tt0013741,9,nm0006252,composer,""
tt0013750,9,nm0676733,composer,""
tt0013802,10,nm1088015,composer,""
tt0014108,8,nm7377132,composer,""
tt0014109,8,nm0042394,composer,""
tt0014142,10,nm0675279,composer,""
tt0014205,9,nm0676733,composer,""
tt0014341,9,nm0002301,composer,""
tt0014417,7,nm0006131,composer,""
tt0014417,8,nm0004592,composer,""
tt0014440,8,nm0798920,composer,""
tt0014446,8,nm0222090,composer,""
tt0014463,9,nm0004592,composer,""
tt0014497,6,nm1976494,composer,""
tt0014524,7,nm2122357,composer,""
tt0014538,9,nm0004592,composer,""
tt0014586,9,nm8468330,composer,""
tt0014586,10,nm2240871,composer,""
tt0014604,6,nm0106922,composer,""
tt0014672,7,nm0106922,composer,""
tt0014672,8,nm1184871,composer,""
tt0014702,8,nm1994071,composer,""
tt0015018,7,nm0799007,composer,""
tt0015018,8,nm1207683,composer,""
tt0015022,8,nm0852252,composer,""
tt0015036,9,nm0004592,composer,""
tt0015064,8,nm0005959,composer,""
tt0015064,9,nm0110640,composer,""
tt0015064,10,nm2328000,composer,""
tt0015136,9,nm0896866,composer,""
tt0015145,9,nm0006252,composer,""
tt0015163,9,nm0004592,composer,""
tt0015167,7,nm0004592,composer,""
tt0015167,8,nm0556596,composer,""
tt0015174,7,nm0403288,composer,""
tt0015175,8,nm0403288,composer,""
tt0015175,9,nm0003471,composer,""
tt0015202,8,nm0004321,composer,""
tt0015202,9,nm1624035,composer,""
tt0015214,7,nm0927484,composer,""
tt0015224,8,nm0137458,composer,""
tt0015268,7,nm1242185,composer,""
tt0015289,10,nm0332045,composer,""
tt0015324,8,nm3816287,composer,""
tt0015493,10,nm1394418,composer,""
tt0015498,8,nm0534540,composer,""
tt0015518,8,nm0676733,composer,""
tt0015532,3,nm0954632,composer,""
tt0015648,10,nm0019886,composer,""
tt0015684,8,nm3689158,composer,""
tt0015768,7,nm3812344,composer,""
tt0015772,9,nm0002301,composer,""
tt0015772,10,nm0260011,composer,""
tt0015801,7,nm0844375,composer,""
tt0015864,5,nm0675356,composer,""
tt0016004,10,nm1818632,composer,""
tt0016005,8,nm1088015,composer,""
tt0016013,8,nm1951352,composer,score composer
tt0016028,9,nm0675356,composer,""
tt0016029,8,nm0006203,composer,""
tt0016039,9,nm0004592,composer,""
tt0016039,10,nm1266538,composer,""
tt0016230,10,nm0260011,composer,""
tt0016232,8,nm0857741,composer,""
tt0016240,9,nm1773835,composer,""
tt0016240,10,nm2601807,composer,""
tt0016258,8,nm1259919,composer,""
tt0016294,10,nm0075646,composer,""
tt0016308,8,nm0799007,composer,""
tt0016392,8,nm2335479,composer,""
tt0016392,9,nm3751561,composer,""
tt0016395,9,nm0741971,composer,""
tt0016461,8,nm0103036,composer,""
tt0016461,9,nm0675356,composer,""
tt0016481,8,nm4738941,composer,""
tt0016481,9,nm0006248,composer,""
tt0016491,10,nm2940699,composer,""
tt0016544,9,nm0322096,composer,""
tt0016544,10,nm0004592,composer,""
tt0016563,9,nm0403288,composer,""
tt0016654,7,nm0933888,composer,""
tt0016655,8,nm0004592,composer,""
tt0016832,9,nm1259919,composer,""
tt0016847,10,nm0202392,composer,""
tt0016939,8,nm0675356,composer,""
tt0016953,6,nm0577016,composer,""
tt0016953,7,nm1848614,composer,""
tt0017075,8,nm0410344,composer,""
tt0017128,8,nm0088848,composer,""
tt0017128,9,nm0451954,composer,""
tt0017136,8,nm0923118,composer,""
tt0017136,9,nm2111404,composer,""
tt0017136,10,nm0403288,composer,""
tt0017159,8,nm0004592,composer,""
tt0017195,7,nm2227035,composer,""
tt0017196,8,nm0243209,composer,""
tt0017196,9,nm0006144,composer,""
tt0017271,8,nm0004592,composer,""
tt0017350,8,nm0588838,composer,""
tt0017350,9,nm0636079,composer,""
tt0017378,9,nm1804103,composer,""
tt0017438,8,nm0006278,composer,""
tt0017448,9,nm0005959,composer,""
tt0017449,10,nm1087760,composer,""
tt0017463,10,nm0006149,composer,""
tt0017534,8,nm0203282,composer,""
tt0017540,10,nm0060232,composer,""
tt0017621,8,nm0006278,composer,""
tt0017653,9,nm4574699,composer,""
tt0017726,9,nm2335479,composer,""
tt0017735,9,nm0137458,composer,""
tt0017736,9,nm0000016,composer,""
tt0017925,10,nm1193626,composer,""
tt0017938,7,nm0777592,composer,""
tt0018014,10,nm0005959,composer,""
tt0018045,8,nm0704753,composer,""
tt0018054,7,nm0006252,composer,""
tt0018054,8,nm1529472,composer,""
tt0018066,8,nm1659860,composer,""
tt0018066,9,nm0006289,composer,""
tt0018066,10,nm0794644,composer,""
tt0018087,9,nm0561963,composer,""
tt0018107,10,nm1374625,composer,""
tt0018166,10,nm1994071,composer,""
tt0018192,6,nm0178874,composer,""
tt0018192,7,nm0002301,composer,""
tt0018192,8,nm0006131,composer,""
tt0018217,9,nm0577016,composer,""
tt0018217,10,nm0006291,composer,""
tt0018311,9,nm1087760,composer,""
tt0018362,7,nm0137458,composer,""
tt0018397,9,nm1629428,composer,""
tt0018440,10,nm1629428,composer,""
tt0018471,8,nm0004592,composer,""
tt0018523,9,nm0000016,composer,""
tt0018523,10,nm0556596,composer,""
tt0018566,8,nm0352893,composer,""
tt0018588,9,nm0005959,composer,""
tt0018588,10,nm0452992,composer,""
tt0018737,10,nm1177665,composer,""
tt0018826,9,nm0000016,composer,""
tt0018826,10,nm0776169,composer,""
tt0018839,9,nm0004592,composer,""
tt0018839,10,nm1529472,composer,""
tt0018862,8,nm0878253,composer,""
tt0018879,10,nm0006248,composer,""
tt0018935,9,nm0674795,composer,""
tt0018990,9,nm0006278,composer,""
tt0019127,7,nm0216383,composer,""
tt0019152,9,nm0004592,composer,""
tt0019186,6,nm0514454,composer,""
tt0019186,7,nm0922468,composer,""
tt0019254,7,nm1224245,composer,""
tt0019254,8,nm0773138,composer,""
tt0019258,8,nm0534540,composer,""
tt0019286,8,nm0473053,composer,""
tt0019286,9,nm0776169,composer,""
tt0019304,10,nm0004592,composer,""
tt0019344,10,nm0878092,composer,""
tt0019374,8,nm0349751,composer,""
tt0019374,9,nm0788154,composer,""
tt0019379,9,nm0002301,composer,""
tt0019400,9,nm1976494,composer,""
tt0019415,8,nm0006128,composer,""
tt0019571,8,nm0002197,composer,""
tt0019585,10,nm0002301,composer,""
tt0019591,9,nm0002301,composer,""
tt0019609,9,nm0773261,composer,""
tt0019611,8,nm0653778,composer,""
tt0019649,6,nm0069504,composer,""
tt0019649,7,nm9207089,composer,""
tt0019655,9,nm0006272,composer,""
tt0019655,10,nm0006278,composer,""
tt0019658,10,nm0721543,composer,""
tt0019702,9,nm1755921,composer,""
tt0019702,10,nm1868164,composer,""
tt0019850,7,nm0460254,composer,""
tt0019850,8,nm0467347,composer,""
tt0019901,7,nm1088015,composer,""
tt0019901,8,nm1177665,composer,""
tt0019901,9,nm3477791,composer,""
tt0019901,10,nm0006278,composer,""
tt0019935,8,nm0002301,composer,""
tt0019939,8,nm0577016,composer,""
tt0020011,8,nm0674795,composer,""
tt0020025,9,nm0061074,composer,""
tt0020025,10,nm0821290,composer,""
tt0020075,7,nm0004592,composer,""
tt0020078,9,nm0675279,composer,""
tt0020114,9,nm0155906,composer,""
tt0020182,10,nm0243209,composer,""
tt0020198,9,nm0112380,composer,""
tt0020198,10,nm0486075,composer,""
tt0020230,7,nm0006291,composer,""
tt0020232,7,nm2286353,composer,""
tt0020247,9,nm0486075,composer,""
tt0020293,8,nm0791576,composer,""
tt0020298,9,nm1892444,composer,""
tt0020298,10,nm0849185,composer,""
tt0020320,8,nm0952615,composer,""
tt0020392,9,nm0155906,composer,""
tt0020402,10,nm0155906,composer,""
tt0020405,10,nm0955606,composer,""
tt0020410,9,nm0002197,composer,""
tt0020451,7,nm1250826,composer,""
tt0020451,8,nm0004592,composer,""
tt0020475,8,nm0826721,composer,""
tt0020502,8,nm0002197,composer,""
tt0020547,6,nm2331203,composer,""
tt0020570,9,nm0005959,composer,""
tt0020570,10,nm0410344,composer,""
tt0020608,9,nm0006144,composer,""
tt0020608,10,nm0006278,composer,""
tt0020793,6,nm4738941,composer,""
tt0020793,7,nm8597178,composer,""
tt0020814,9,nm0324374,composer,""
tt0020842,8,nm0006128,composer,""
tt0020891,10,nm0006307,composer,""
tt0020959,10,nm0020569,composer,""
tt0021074,10,nm0266307,composer,""
tt0021094,10,nm0295775,composer,""
tt0021140,9,nm0253625,composer,""
tt0021273,9,nm0791788,composer,""
tt0021273,10,nm0843293,composer,""
tt0021331,6,nm0005952,composer,""
tt0021409,6,nm0604341,composer,""
tt0021409,7,nm0780020,composer,""
tt0021508,8,nm0360080,composer,""
tt0021571,6,nm0653778,composer,""
tt0021571,7,nm1331117,composer,""
tt0021594,7,nm0409784,composer,""
tt0021594,8,nm0592986,composer,""
tt0021615,8,nm0000070,composer,""
tt0021622,9,nm0000055,composer,""
tt0021653,8,nm0005959,composer,""
tt0021654,10,nm0336434,composer,""
tt0021754,10,nm0951218,composer,""
tt0021764,8,nm0000055,composer,""
tt0021793,8,nm0006097,composer,""
tt0021836,10,nm0336434,composer,""
tt0021864,9,nm0006131,composer,""
tt0021864,10,nm1773853,composer,""
tt0021969,8,nm0241216,composer,""
tt0021969,9,nm0338004,composer,""
tt0021985,10,nm0251945,composer,""
tt0022034,9,nm0006128,composer,""
tt0022125,8,nm0343040,composer,""
tt0022139,7,nm0005993,composer,""
tt0022139,8,nm0006123,composer,""
tt0022149,10,nm0005978,composer,""
tt0022150,8,nm0076144,composer,""
tt0022150,9,nm0664163,composer,""
tt0022150,10,nm0006330,composer,""
tt0022204,8,nm0006058,composer,""
tt0022246,9,nm0005942,composer,""
tt0022246,10,nm0175628,composer,""
tt0022289,10,nm0831572,composer,""
tt0022339,9,nm0487881,composer,""
tt0022428,10,nm0006307,composer,""
tt0022444,9,nm0006036,composer,""
tt0022458,8,nm4622062,composer,""
tt0022458,9,nm0006252,composer,""
tt0022500,8,nm0253625,composer,""
tt0022582,9,nm0253625,composer,""
tt0022599,7,nm0005952,composer,""
tt0022689,10,nm0000070,composer,""
tt0022694,9,nm0005959,composer,""
tt0022699,9,nm0006128,composer,""
tt0022700,9,nm0002197,composer,""
tt0022778,8,nm0000070,composer,""
tt0022867,10,nm0005959,composer,""
tt0022869,10,nm0336434,composer,""
tt0022877,8,nm0780020,composer,""
tt0022961,9,nm0000055,composer,""
tt0023071,6,nm0527912,composer,""
tt0023071,7,nm0577141,composer,""
tt0023104,10,nm0006058,composer,""
tt0023190,7,nm0029998,composer,""
tt0023190,8,nm0753578,composer,""
tt0023190,9,nm0780020,composer,""
tt0023238,9,nm0000070,composer,""
tt0023243,7,nm0000055,composer,""
tt0023271,10,nm0000055,composer,""
tt0023285,9,nm0231231,composer,""
tt0023303,10,nm0006123,composer,""
tt0023345,7,nm0849820,composer,""
tt0023369,10,nm0000055,composer,""
tt0023395,10,nm0231231,composer,""
tt0023455,9,nm0533481,composer,""
tt0023545,10,nm0000070,composer,""
tt0023563,10,nm0258762,composer,""
tt0023580,9,nm0506520,composer,""
tt0023582,9,nm0000070,composer,""
tt0023622,9,nm0006123,composer,""
tt0023634,8,nm8255139,composer,""
tt0023634,9,nm1529472,composer,""
tt0023645,9,nm0084654,composer,""
tt0023649,8,nm0954632,composer,""
tt0023657,9,nm0006176,composer,""
tt0023685,8,nm0002197,composer,""
tt0023729,8,nm0547911,composer,""
tt0023729,9,nm0575617,composer,""
tt0023778,9,nm0006307,composer,""
tt0023808,8,nm0113094,composer,""
tt0023808,9,nm0818052,composer,""
tt0023814,8,nm0006123,composer,""
tt0023871,7,nm0691981,composer,""
tt0023871,8,nm0798186,composer,""
tt0023939,9,nm0788658,composer,""
tt0023956,10,nm0006135,composer,""
tt0023985,9,nm0868973,composer,""
tt0024044,9,nm0002197,composer,""
tt0024049,8,nm0323473,composer,""
tt0024087,8,nm0005959,composer,""
tt0024087,9,nm0359829,composer,""
tt0024127,9,nm0005971,composer,""
tt0024222,10,nm0006123,composer,""
tt0024236,8,nm0772565,composer,""
tt0024252,10,nm0006176,composer,""
tt0024302,8,nm0006123,composer,""
tt0024310,8,nm0280971,composer,""
tt0024334,9,nm0002197,composer,""
tt0024353,9,nm0000070,composer,""
tt0024381,9,nm0006307,composer,""
tt0024402,7,nm0890487,composer,""
tt0024435,9,nm0002197,composer,""
tt0024436,9,nm0838095,composer,""
tt0024443,8,nm0113094,composer,""
tt0024443,9,nm0818052,composer,""
tt0024470,9,nm0692606,composer,""
tt0024473,8,nm0775680,composer,""
tt0024480,6,nm0006144,composer,""
tt0024496,9,nm0002197,composer,""
tt0024500,6,nm0053352,composer,""
tt0024514,7,nm0006036,composer,""
tt0024537,9,nm0002197,composer,""
tt0024538,9,nm0504814,composer,""
tt0024560,9,nm0000070,composer,""
tt0024592,8,nm0006079,composer,""
tt0024593,7,nm0000070,composer,""
tt0024600,8,nm0267565,composer,""
tt0024600,9,nm0505752,composer,""
tt0024600,10,nm0844161,composer,""
tt0024616,8,nm0002197,composer,""
tt0024633,10,nm0000070,composer,""
tt0024647,7,nm0006079,composer,""
tt0024685,10,nm0006247,composer,""
tt0024696,8,nm0000065,composer,""
tt0024736,8,nm0006039,composer,""
tt0024757,10,nm0775680,composer,""
tt0024793,7,nm0463074,composer,""
tt0024805,7,nm0053352,composer,""
tt0024816,9,nm0000055,composer,""
tt0024830,7,nm0780020,composer,""
tt0024844,9,nm0006144,composer,""
tt0024865,10,nm0006307,composer,""
tt0024932,10,nm0000055,composer,""
tt0024966,9,nm0691335,composer,""
tt0024989,9,nm0071280,composer,""
tt0024991,10,nm0465859,composer,""
tt0025009,8,nm0868973,composer,""
tt0025038,9,nm0358087,composer,""
tt0025043,7,nm0006144,composer,""
tt0025062,9,nm2770247,composer,""
tt0025132,10,nm0002197,composer,""
tt0025163,10,nm0899333,composer,""
tt0025189,8,nm0005971,composer,""
tt0025191,6,nm0006135,composer,""
tt0025198,7,nm0006058,composer,""
tt0025202,9,nm0911518,composer,""
tt0025248,7,nm0422506,composer,""
tt0025251,10,nm0002197,composer,""
tt0025351,10,nm0006247,composer,""
tt0025362,9,nm0005952,composer,""
tt0025371,10,nm0006307,composer,""
tt0025393,9,nm0000070,composer,""
tt0025397,10,nm0502143,composer,""
tt0025423,9,nm0000070,composer,""
tt0025442,8,nm0587366,composer,""
tt0025478,8,nm0006278,composer,""
tt0025489,9,nm0002197,composer,""
tt0025509,9,nm0006131,composer,""
tt0025586,10,nm0000070,composer,""
tt0025610,8,nm0000055,composer,""
tt0025671,7,nm0006241,composer,""
tt0025681,9,nm0006324,composer,""
tt0025691,7,nm1236716,composer,""
tt0025720,10,nm0006307,composer,""
tt0025748,9,nm0071280,composer,""
tt0025759,10,nm0579345,composer,""
tt0025791,9,nm0005945,composer,""
tt0025805,9,nm0127064,composer,""
tt0025836,10,nm0002197,composer,""
tt0025841,7,nm0691335,composer,""
tt0025878,10,nm0002197,composer,""
tt0025898,8,nm0102554,composer,""
tt0025942,8,nm0108013,composer,""
tt0025943,8,nm0005959,composer,""
tt0025946,8,nm0241812,composer,""
tt0025989,10,nm0002197,composer,""
tt0026023,9,nm0739062,composer,""
tt0026023,10,nm0780020,composer,""
tt0026040,7,nm0434015,composer,""
tt0026046,10,nm0006307,composer,""
tt0026069,9,nm0006039,composer,""
tt0026095,9,nm0544276,composer,""
tt0026095,10,nm0927484,composer,""
tt0026101,8,nm0721051,composer,""
tt0026117,9,nm0006307,composer,""
tt0026120,10,nm0911518,composer,""
tt0026132,8,nm0506520,composer,""
tt0026209,6,nm0377441,composer,""
tt0026221,9,nm0000055,composer,""
tt0026273,8,nm0053352,composer,""
tt0026280,8,nm0938195,composer,""
tt0026301,8,nm0875703,composer,""
tt0026363,6,nm0006153,composer,""
tt0026406,10,nm0006297,composer,""
tt0026444,10,nm0847066,composer,""
tt0026446,9,nm0071280,composer,""
tt0026529,8,nm0000070,composer,""
tt0026549,7,nm0394722,composer,""
tt0026549,8,nm3733307,composer,""
tt0026556,9,nm0006135,composer,""
tt0026564,9,nm0079883,composer,""
tt0026609,10,nm0278358,composer,""
tt0026660,9,nm0490453,composer,""
tt0026682,9,nm0847066,composer,""
tt0026692,9,nm0006160,composer,""
tt0026703,6,nm0780020,composer,""
tt0026739,10,nm0002197,composer,""
tt0026762,8,nm0005971,composer,""
tt0026784,10,nm0358087,composer,""
tt0026793,10,nm0796063,composer,""
tt0026818,7,nm0405039,composer,""
tt0026831,7,nm0436619,composer,""
tt0026846,9,nm0053352,composer,""
tt0026854,9,nm0061074,composer,""
tt0026859,10,nm0076144,composer,""
tt0026891,9,nm0050847,composer,""
tt0026891,10,nm0324374,composer,""
tt0026895,8,nm0911518,composer,""
tt0026972,9,nm0274118,composer,""
tt0026982,10,nm0006130,composer,""
tt0026983,10,nm0000070,composer,""
tt0027055,9,nm0006176,composer,""
tt0027062,8,nm0005960,composer,""
tt0027076,7,nm1156001,composer,""
tt0027087,7,nm0053352,composer,""
tt0027099,8,nm0000070,composer,""
tt0027110,9,nm0911518,composer,""
tt0027118,8,nm0394722,composer,""
tt0027138,7,nm0411728,composer,""
tt0027163,6,nm0411728,composer,""
tt0027164,7,nm0005960,composer,""
tt0027164,8,nm0474035,composer,""
tt0027166,9,nm0006307,composer,""
tt0027194,10,nm0354531,composer,""
tt0027231,9,nm0255288,composer,""
tt0027240,9,nm0720956,composer,""
tt0027244,10,nm0006131,composer,""
tt0027250,9,nm0000077,composer,""
tt0027256,9,nm0222487,composer,""
tt0027260,10,nm0006307,composer,""
tt0027276,7,nm0006160,composer,""
tt0027286,8,nm0005968,composer,""
tt0027300,10,nm0006157,composer,""
tt0027307,7,nm0394722,composer,""
tt0027311,10,nm0006338,composer,""
tt0027342,8,nm0951218,composer,""
tt0027377,8,nm0354531,composer,""
tt0027438,9,nm0000070,composer,""
tt0027489,6,nm0780020,composer,""
tt0027503,10,nm0865034,composer,""
tt0027516,10,nm0241812,composer,""
tt0027552,9,nm0006144,composer,""
tt0027594,9,nm0911518,composer,""
tt0027635,10,nm0006297,composer,""
tt0027652,9,nm0000077,composer,""
tt0027653,7,nm0934819,composer,""
tt0027656,10,nm0002197,composer,""
tt0027664,9,nm0418205,composer,""
tt0027683,10,nm0006160,composer,""
tt0027688,10,nm0028212,composer,""
tt0027690,10,nm0006307,composer,""
tt0027752,8,nm0411881,composer,""
tt0027800,9,nm0000077,composer,""
tt0027810,9,nm0125995,composer,""
tt0027810,10,nm0506520,composer,""
tt0027818,10,nm0147376,composer,""
tt0027834,5,nm0005959,composer,""
tt0027845,10,nm0911518,composer,""
tt0027847,10,nm0413594,composer,""
tt0027853,9,nm0846983,composer,""
tt0027893,10,nm0000070,composer,""
tt0027907,9,nm0617271,composer,""
tt0027923,10,nm0002197,composer,""
tt0027951,10,nm0006131,composer,""
tt0027958,9,nm0617271,composer,""
tt0027978,6,nm0096005,composer,""
tt0027987,9,nm0490453,composer,""
tt0028012,7,nm0473053,composer,""
tt0028021,10,nm0847066,composer,""
tt0028097,9,nm0002197,composer,""
tt0028112,8,nm0002202,composer,""
tt0028167,9,nm0870296,composer,""
tt0028203,8,nm0006307,composer,""
tt0028217,8,nm0080412,composer,""
tt0028225,7,nm0775680,composer,""
tt0028237,7,nm0701099,composer,""
tt0028291,10,nm0911518,composer,""
tt0028334,9,nm0911518,composer,""
tt0028347,8,nm0938195,composer,""
tt0028358,8,nm0088495,composer,""
tt0028398,9,nm0002197,composer,""
tt0028413,7,nm0017887,composer,""
tt0028416,10,nm0000077,composer,""
tt0028436,8,nm0693143,composer,""
tt0028454,8,nm0075086,composer,""
tt0028455,8,nm0006130,composer,""
tt0028471,10,nm0465859,composer,""
tt0028533,10,nm0600157,composer,""
tt0028558,9,nm2813924,composer,""
tt0028567,7,nm0005952,composer,""
tt0028567,8,nm0050847,composer,""
tt0028579,8,nm0006157,composer,""
tt0028620,9,nm0005959,composer,""
tt0028622,9,nm0088848,composer,""
tt0028623,10,nm0002197,composer,""
tt0028628,10,nm0002197,composer,""
tt0028629,9,nm0030570,composer,""
tt0028632,6,nm0104314,composer,""
tt0028663,8,nm0324374,composer,""
tt0028708,10,nm0006152,composer,""
tt0028737,9,nm0006160,composer,""
tt0028764,9,nm0811023,composer,""
tt0028767,8,nm0005941,composer,""
tt0028788,8,nm0801342,composer,""
tt0028804,9,nm0911518,composer,""
tt0028850,10,nm0811023,composer,""
tt0028852,7,nm1656618,composer,""
tt0028860,7,nm0541517,composer,""
tt0028872,10,nm0005941,composer,""
tt0028874,9,nm0000070,composer,""
tt0028905,10,nm0006135,composer,""
tt0028950,7,nm0006158,composer,""
tt0028953,8,nm0006037,composer,""
tt0028958,8,nm0000070,composer,""
tt0028959,9,nm0005952,composer,""
tt0028966,9,nm0005981,composer,""
tt0028974,7,nm0005981,composer,""
tt0028980,7,nm0006131,composer,""
tt0029050,10,nm0831899,composer,""
tt0029072,8,nm0075086,composer,""
tt0029077,7,nm0411881,composer,""
tt0029082,10,nm0006128,composer,""
tt0029118,9,nm0911518,composer,""
tt0029132,8,nm0017887,composer,""
tt0029146,10,nm0000070,composer,""
tt0029159,9,nm0002197,composer,""
tt0029162,9,nm0006323,composer,""
tt0029171,9,nm0110123,composer,""
tt0029179,10,nm0811023,composer,""
tt0029190,10,nm0000082,composer,""
tt0029196,9,nm0911518,composer,""
tt0029201,9,nm0006297,composer,""
tt0029210,8,nm0813967,composer,""
tt0029218,10,nm0811023,composer,""
tt0029283,8,nm0811023,composer,""
tt0029289,8,nm4186461,composer,""
tt0029289,9,nm0741386,composer,""
tt0029289,10,nm0764387,composer,""
tt0029291,9,nm1149226,composer,""
tt0029297,9,nm0911518,composer,""
tt0029310,9,nm0911518,composer,""
tt0029314,8,nm0652687,composer,""
tt0029318,10,nm0368943,composer,""
tt0029377,9,nm0002197,composer,""
tt0029388,8,nm0005960,composer,""
tt0029388,9,nm0006314,composer,""
tt0029388,10,nm0851413,composer,""
tt0029394,7,nm0291945,composer,""
tt0029405,8,nm0790195,composer,""
tt0029440,10,nm0006157,composer,""
tt0029453,9,nm0780020,composer,""
tt0029453,10,nm0947910,composer,""
tt0029454,10,nm0002202,composer,""
tt0029488,9,nm0607925,composer,""
tt0029491,10,nm0006323,composer,""
tt0029499,9,nm0006234,composer,""
tt0029526,10,nm0686205,composer,""
tt0029557,7,nm0411881,composer,""
tt0029562,9,nm0744021,composer,""
tt0029593,9,nm0006123,composer,""
